,INDICATOR NAME ,Access to electricity (% of population),"Adolescent fertility rate (births per 1,000 women ages 15-19)",Age dependency ratio (% of working-age population),Agricultural land (% of land area),Agricultural raw materials exports (% of merchandise exports),Agricultural raw materials imports (% of merchandise imports),"Agriculture, value added (% of GDP)",Arable land (% of land area),Average time to clear exports through customs (days),"Burden of customs procedure, WEF (1=extremely inefficient to 7=extremely efficient)","Commercial bank branches (per 100,000 adults)",Commercial service exports (current US$),Commercial service imports (current US$),Consumer price index (2005 = 100),Cost of business start-up procedures (% of GNI per capita),Cost to export (US$ per container),Cost to import (US$ per container),CPIA building human resources rating (1=low to 6=high),CPIA business regulatory environment rating (1=low to 6=high),CPIA debt policy rating (1=low to 6=high),CPIA economic management cluster average (1=low to 6=high),CPIA efficiency of revenue mobilization rating (1=low to 6=high),CPIA equity of public resource use rating (1=low to 6=high),CPIA financial sector rating (1=low to 6=high),CPIA fiscal policy rating (1=low to 6=high),CPIA gender equality rating (1=low to 6=high),CPIA macroeconomic management rating (1=low to 6=high),CPIA policies for social inclusion/equity cluster average (1=low to 6=high),CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),CPIA property rights and rule-based governance rating (1=low to 6=high),CPIA public sector management and institutions cluster average (1=low to 6=high),CPIA quality of budgetary and financial management rating (1=low to 6=high),CPIA quality of public administration rating (1=low to 6=high),CPIA social protection rating (1=low to 6=high),CPIA structural policies cluster average (1=low to 6=high),CPIA trade rating (1=low to 6=high),"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",Container port traffic (TEU: 20 foot equivalent units),"Current account balance (BoP, current US$)",Customs and other import duties (% of tax revenue),Customs and other import duties (current LCU),Documents to export (number),Documents to import (number),Employment in agriculture (% of total employment),Employment in industry (% of total employment),Employment in services (% of total employment), Expense (% of GDP),Expense (current LCU),Exports of goods and services (% of GDP),"Exports of goods and services (BoP, current US$)","Fertility rate, total (births per woman)",Firms expected to give gifts in meetings with tax officials (% of firms),Firms with female participation in ownership (% of firms),Fixed broadband Internet subscribers,Fixed broadband Internet subscribers (per 100 people),Food exports (% of merchandise exports),Food imports (% of merchandise imports),"Foreign direct investment, net (BoP, current US$)","Foreign direct investment, net inflows (% of GDP)","Foreign direct investment, net inflows (BoP, current US$)","Foreign direct investment, net outflows (% of GDP)",Fuel exports (% of merchandise exports),Fuel imports (% of merchandise imports),GDP (current US$),GDP growth (annual %),GDP per capita (current US$),GDP per capita growth (annual %),GINI index,"Goods exports (BoP, current US$)","Goods imports (BoP, current US$)","Health expenditure, public (% of GDP)","Health expenditure, public (% of government expenditure)",High-technology exports (% of manufactured exports),High-technology exports (current US$),Household final consumption expenditure (annual % growth),Household final consumption expenditure (current US$),ICT goods exports (% of total goods exports),ICT goods imports (% total goods imports),"ICT service exports (% of service exports, BoP)","ICT service exports (BoP, current US$)",Imports of goods and services (% of GDP),Imports of goods and services (annual % growth),"Imports of goods and services (BoP, current US$)",Income share held by highest 10%,"Industry, value added (% of GDP)","Industry, value added (annual % growth)","Industry, value added (current US$)","Inflation, consumer prices (annual %)",Informal payments to public officials (% of firms),"International tourism, expenditures (% of total imports)","International tourism, expenditures (current US$)","International tourism, receipts (% of total exports)","International tourism, receipts (current US$)",Internet users (per 100 people),Labor force with primary education (% of total),Labor force with secondary education (% of total),Labor force with tertiary education (% of total),"Lead time to export, median case (days)","Lead time to import, median case (days)","Life expectancy at birth, total (years)",Liner shipping connectivity index (maximum value in 2004 = 100),"Literacy rate, adult total (% of people ages 15 and above)",Logistics performance index: Ability to track and trace consignments (1=low to 5=high),Logistics performance index: Competence and quality of logistics services (1=low to 5=high),Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),Logistics performance index: Overall (1=low to 5=high),Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),Management time dealing with officials (% of management time),Manufactures exports (% of merchandise exports),Manufactures imports (% of merchandise imports),"Manufacturing, value added (% of GDP)","Manufacturing, value added (annual % growth)","Manufacturing, value added (current US$)",Market Access Overall Trade Restrictiveness Index ,Market Access Overall Trade Restrictiveness Index agriculture,Market Access Overall Trade Restrictiveness Index manufacturing ,Market Access Tariff Trade Restrictiveness Index,Market Access Tariff Trade Restrictiveness Index agriculture,Market Access Tariff Trade Restrictiveness Index manufacturing ,Merchandise exports (current US$),Merchandise exports to developing economies in Latin America & the Caribbean (% of total merchandise exports),Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports),Merchandise exports to developing economies in South Asia (% of total merchandise exports),Merchandise exports to developing economies in Sub-Saharan Africa (% of total merchandise exports),Merchandise exports to developing economies outside region (% of total merchandise exports),Merchandise exports to developing economies within region (% of total merchandise exports),Merchandise exports to economies in the Arab World (% of total merchandise exports),Merchandise exports to high-income economies (% of total merchandise exports),Merchandise imports (current US$),Merchandise imports from developing economies in Latin America & the Caribbean (% of total merchandise imports),Merchandise imports from developing economies in Middle East & North Africa (% of total merchandise imports),Merchandise imports from developing economies in South Asia (% of total merchandise imports),Merchandise imports from developing economies in Sub-Saharan Africa (% of total merchandise imports),Merchandise imports from developing economies outside region (% of total merchandise imports),Merchandise imports from developing economies within region (% of total merchandise imports),Merchandise imports from economies in the Arab World (% of total merchandise imports),Merchandise imports from high-income economies (% of total merchandise imports),Merchandise trade (% of GDP),Military expenditure (% of central government expenditure),Military expenditure (% of GDP),Mineral rents (% of GDP),Mobile cellular subscriptions (per 100 people),"Motor vehicles (per 1,000 people)",Net ODA received (% of central government expense),Net ODA received (% of GNI),Net ODA received (% of imports of goods and services),Net official development assistance received (current US$),New businesses registered (number),"Official exchange rate (LCU per US$, period average)",Overall Trade Restrictiveness Index all products,Overall Trade Restrictiveness index - agricultural,Overall Trade Restrictiveness Index manufacturing ,Population ages 0-14 (% of total),Population ages 65 and above (% of total),Population density (people per sq. km of land area),Population growth (annual %),"Population, total",Poverty headcount ratio at $2 a day (PPP) (% of population),Procedures to enforce a contract (number),Procedures to register property (number),Proportion of seats held by women in national parliaments (%),"Public and publicly guaranteed debt service (% of exports, excluding workers' remittances)",Public and publicly guaranteed debt service (% of GNI),"Public spending on education, total (% of GDP)","Public spending on education, total (% of government expenditure)",Pump price for diesel fuel (US$ per liter),Pump price for gasoline (US$ per liter),"Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)",Rail lines (total route-km),Ratio of girls to boys in primary and secondary education (%),"Revenue, excluding grants (% of GDP)","Roads, paved (% of total roads)",Rural population,Rural population (% of total population),Rural population growth (annual %),"School enrollment, primary (% gross)","School enrollment, secondary (% gross)","School enrollment, tertiary (% gross)","Service exports (BoP, current US$)","Service imports (BoP, current US$)","Services, etc., value added (% of GDP)","Services, etc., value added (annual % growth)","Services, etc., value added (current US$)",Start-up procedures to register a business (number),Tariff Trade Restrictiveness Index all products,Tariff Trade Restrictiveness Index agriculture,Tariff Trade Restrictiveness Index manufacturing ,Tax revenue (% of GDP),Tax revenue (current LCU),Taxes on exports (% of tax revenue),Taxes on exports (current LCU),Taxes on international trade (% of revenue),Taxes on international trade (current LCU),Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),Telephone lines (per 100 people),Time required to obtain an operating license (days),Time required to register property (days),Time required to start a business (days),Time to export (days),Time to import (days),Time to prepare and pay taxes (hours),Time to resolve insolvency (years),Total tax rate (% of commercial profits),Trade (% of GDP),Trade in services (% of GDP),"Unemployment, total (% of total labor force)",Urban population,Urban population (% of total),Urban population growth (annual %),Wholesale price index (2005 = 100),"Workers' remittances, receipts (BoP, current US$)"
East Asia,Cambodia,24,36.44,54.22,31.47,2.29,1.64,36.02,22.09,1.53,3.7,3.98,"1,670,750,612.52","1,084,459,451.55",155.66,109.7,732,872,4,3.5,3.5,3.83,3.5,3.5,3,3.5,4,4.5,3.5,3,2.5,2.8,3.5,2.5,3,3.5,4,2,224206,"-879,224,762.85",21.84,"1,039,880,039,676.00",9,10,72.2,8.6,19.2,11.28,"5,306,654,613,001.15",54.08,"6,887,146,976.93",2.58,60.25,,"35,666.00",0.25,1.44,7.31,"762,016,659.22",6.96,"782,596,734.97",0.18,0,7.32,"12,875,310,958.71",6.93,900.05,5.68,37.85,"5,143,216,364.41","6,790,730,992.35",1.62,10.48,0.09,"4,699,613.00",8.77,"9,139,045,961.52",0.09,2.55,5.53,"96,380,000.00",59.52,16.82,"7,878,770,443.90",31.36,23.25,13.56,"2,458,529,008.05",5.48,61.23,3.4,"268,000,000.00",20.5,"1,412,000,000.00",1.26,,,,1.32,4,62.54,5.36,77.59,2.5,2.29,2.19,2.28,2.84,2.37,2.12,5.64,96.07,81.94,15.62,29.56,"1,651,925,108.34",0.2347999,0.1429668,0.2778721,0.0725961,0.0982821,0.0605487,"6,950,000,000.00",1.1,0.13,0.46,0.12,2.27,6.1,0.3,91.63,"9,300,000,000.00",0.18,0.01,1.53,0.06,2.12,55.43,0.16,42.45,111.45,16.61,1.83,0,57.65,,57.86,6.88,8.67,"733,730,000.00","2,003.00","4,058.50",,,,31.23,3.93,80.09,1.17,"14,305,183.00",53.27,44,7,21.1,0.89,0.58,2.6,12.39,0.98,1.15,4,,93.77,12.24,,"10,914,732.86",77.2,0.34,126.89,46.18,7.84,"1,743,930,612.52","1,088,039,451.55",40.73,3.31,"4,306,396,263.16",9,,,,10.12,"4,761,904,968,335.00",2.5,"118,897,420,305.00",14.33,"1,158,777,459,981.00",8.2,2.54,,56,85,22,26,173,6,22.5,113.6,25.19,1.7,"3,223,522.14",22.8,3.9,,"150,988,050.00"
West Africa,Cameroon,48.7,120.19,78.44,19.81,14.8,1.57,19.47,12.61,15.08,4,1.43,"1,104,658,557.07","1,716,681,701.28",120.05,45.5,"1,379.00","2,167.00",3,3,3.5,3.67,3.5,3,3,3.5,3,4,3,3,2.5,2.9,3,3,3,3.17,3.5,2.5,249912,"-856,304,616.46",,,11,12,,,,,,28.2,"5,644,509,796.00",4.49,30.84,15.7,"1,000.00",0.01,24.43,17.7,"35,250,979.23",0,"-551,206.67",-0.16,49.55,27.45,"25,464,850,391.15",3.8,"1,271.31",1.56,38.91,"4,485,201,015.28","4,662,639,087.65",1.56,8.53,4.87,"14,232,013.00",9.82,"14,835,995,855.19",0.02,2.56,3.62,"41,958,336.64",31.95,8.6,"6,408,193,519.51",30.36,30.64,0.14,"6,176,338,257.62",2.94,51.23,4.14,"265,000,000.00",3.03,"171,000,000.00",4,,,,3.37,8.89,51.06,11.4,70.68,2.6,2.53,2.69,2.11,3.16,2.55,2.1,7,7.54,52.43,16.51,,"3,327,264,940.87",0.1917236,0.6115921,0.0219888,0.0062962,0.0068689,0.0060647,"4,600,000,000.00",2.12,0.77,4.45,13.6,20.45,13.6,1.03,62.83,"6,500,000,000.00",3.62,1.92,3.72,21.25,29.47,21.25,3.65,48.72,39.37,,1.57,0.19,44.07,14,,2.43,8.02,"540,500,000.00",,471.87,0.1398785,0.1546015,0.1348974,40.44,3.52,41.46,2.18,"20,030,362.00",30.36,43,5,13.9,2.7,0.7,3.48,17.89,1.1,1.2,3.5,977,85.43,,17.04,"8,153,137.82",41.6,0.23,119.76,42.2,11.48,"1,159,308,780.72","1,745,554,431.85",49.89,5,"10,055,550,460.70",5,0.1167214,0.0963588,0.1236106,,,,,,,,2.75,30.01,93,15,23,25,654,3.2,49.1,60.15,12.92,2.9,"11,445,751.18",58.4,3.6,,"93,622,352.70"
North America,Canada,,12.34,44.38,7.43,4.26,1.01,1.91,4.96,,4.9,24.25,"74,070,447,893.11","99,270,362,869.11",112.04,0.4,"1,610.00","1,660.00",,,,,,,,,,,,,,,,,,,,,4812867.572,"-48,999,333,132.65",,,3,4,2.4,21.5,76.5,19.21,"312,077,000,000.00",29.43,"537,966,911,537.57",1.68,,,"10,138,741.00",29.81,10.47,7.37,"-4,390,222,222.09",2.37,"41,146,994,251.07",2.62,26.28,10.43,"1,736,050,505,050.51",2.46,"50,345.43",1.4,,"462,264,624,085.16","460,985,196,740.22",7.5,18.29,14.05,"23,966,156,294.00",3.33,"913,078,996,370.62",2.77,8.43,11.15,"8,439,775,924.57",31.31,13.14,"561,602,079,434.27",,32.04,6.29,"453,110,473,834.16",2.91,,7.44,"36,677,000,000.00",3.95,"18,281,000,000.00",81.34,13.5,40,46.5,2.83,3.68,80.8,38.41,,4.01,3.99,3.24,3.71,4.41,3.87,4.03,,48.99,76.65,11.96,6.68,"169,120,182,935.97",0.0860796,0.2155972,0.0498548,0.0108905,0.033906,0.0044533,"452,166,838,272.43",2.99,0.51,0.93,0.49,9.85,,1.14,90.12,"462,435,000,000.00",9.32,1.51,0.84,1.28,27.65,,2.1,71.37,50.11,7.52,1.45,0.78,70.66,607,,,,,"174,000.00",0.99,0.0484893,0.1850726,0.0333083,16.3,14.44,3.75,1.04,"34,482,779.00",,36,6,24.7,,,4.77,12.3,1.08,1.21,5.8,"58,345.00",98.63,17.2,,"6,620,479.11",19.4,0.65,98.65,101.32,,"75,702,287,452.42","100,616,882,694.05",66.06,2.16,"934,328,609,986.51",1,0.0155338,0.070758,0.0093957,11.93,"193,848,000,000.00",,,1.22,"3,426,000,000.00",,50.04,,17,5,7,11,131,0.8,28.8,60.74,10.16,8,"27,505,701.89",80.6,1.29,110.53,
West Africa,Cape Verde,,74.14,58.06,21.84,,1.31,10.36,14.89,,3.2,,"498,551,869.57","285,648,410.59",126.52,17,"1,200.00","1,000.00",4.5,3.5,3.5,3.83,3.5,4,4,4,4.5,4,4.2,3.5,4,4,4,4,4.5,4,4.5,4.5,0,"-184,287,510.05",20.77,"5,219,071,334.00",5,5,,,,27.49,"34,631,128,685.08",42.24,"653,586,854.51",2.41,1.1,33.1,"15,971.00",3.22,81.61,27.75,"111,853,178.84",6.73,"111,703,556.77",-0.01,0,11.94,"1,901,136,230.38",5.05,"3,797.83",4.08,,"135,335,625.75","814,164,134.46",2.89,10.11,1,0,2.61,"900,322,171.02",0.33,7.55,4.49,"23,256,288.86",72.56,9.73,"1,110,269,007.48",,17.83,4,"339,028,276.14",4.47,6.03,12.25,"136,000,000.00",60.89,"398,000,000.00",30,,,,,,73.77,4.24,84.8,,,,,,,,3.88,17.5,57.83,,,,0.1504038,0.104403,0.2661011,0.0044923,0.0011258,0.0129596,"72,761,875.48",1.53,0,0.59,0.4,2.11,0.4,0,95.73,"947,468,364.41",6.09,0.48,0.14,1.49,13.8,1.49,0.51,83.71,47.43,1.97,0.52,0,74.97,101,44.83,20.68,27.5,"327,890,000.00",,79.32,0.1016876,0.1224938,0.0901071,30.92,5.81,123.08,0.92,"500,585.00",,37,6,20.8,5.02,2.11,5.62,14.39,1.33,1.84,3.8,,104.22,27.99,,"192,943.61",38.9,-1,109.61,87.53,17.83,"518,251,228.76","296,104,873.02",72.07,4.27,"1,195,658,249.23",8,0.1016876,0.1224938,0.0901071,19.95,"25,127,011,163.00",,,12.03,"5,219,071,334.00",,14.51,39.2,31,11,19,18,186,,37.8,114.8,49.09,,"303,055.39",61.1,2.11,,"130,389,935.20"
East and Central Africa,Central African Republic,,101.83,78.81,8.4,31.61,2.27,56.48,3.13,,,0.62,,,123.75,175.5,"5,491.00","5,554.00",2.5,2,3,3.33,3,3,2.5,3.5,2.5,3.5,2.6,3,2,2.6,3,2.5,2,2.5,3,2.5,0,,,,9,17,,,,,,14.65,,4.63,,,0,0,3.56,39.33,,3.63,"72,035,752.62",,0.02,0.63,"2,165,868,600.18",3.1,482.72,1.13,56.3,,,1.65,8.45,0.06,"7,456.00",,"1,881,678,087.78",0.01,6.79,,,22.69,,,46.13,14.81,0,"272,393,590.66",0.09,,,"61,000,000.00",,"6,000,000.00",2.3,,,,,,47.62,0,55.23,,,,,,,,,2.68,55.94,,,,0.0360063,0.2530368,0.0336558,0.0231794,0.0223932,0.0231879,"160,000,000.00",0.27,9.04,1.04,10.17,40.69,10.17,12.16,49.14,"380,000,000.00",2.38,1.6,1.12,12.3,11.17,12.3,1.6,55.26,24.18,,2.6,0.01,22.25,0.3,,13.17,,"261,010,000.00",,471.87,,,,40.11,3.96,7.06,1.93,"4,486,837.00",80.09,43,5,13,,0.11,1.19,12.04,1.69,1.71,,,69.33,,,"2,689,042.16",61.1,1.64,94.11,18.02,2.57,,,28.71,,"528,100,248.01",7,,,,,,,,,,,0.11,,75,21,54,62,504,4.8,54.6,37.34,,,"1,712,008.84",38.9,2.31,,
North Africa,Chad,,148.71,92.88,39.18,,,13.63,3.41,11.85,2.8,0.59,,,111.07,208.5,"5,902.00","8,525.00",2.5,2,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2,2.2,2,2.5,2.5,2.5,3,2,0,,,,8,11,,,,,,39,,5.98,21.2,40.09,150,0,,,,9.15,"781,366,889.61",,,,"9,485,741,540.51",3.1,823.02,0.43,,,,3.87,3.27,,,,"5,546,588,838.87",,,,,61.03,,,,48.84,0,"2,841,071,428.57",-4.9,41.84,,,,,1.7,,,,74,35,49.19,0,33.61,2.62,2.04,2.75,2.27,3.14,2.49,2,20.8,,,6.56,,"381,473,214.29",0.0069799,0.2342377,0.0040594,0.0015832,0.0476001,0.0009918,"4,700,000,000.00",0,0.02,0.14,0.41,,0.41,0.02,82.21,"2,100,000,000.00",,2.5,1.06,19.24,,19.24,5.76,45.41,70.84,,2.65,0.03,23.83,,,6.19,,"486,040,000.00",,471.87,,,,45.3,2.86,8.92,2.62,"11,525,496.00",,41,6,12.8,,0.79,2.78,10.12,1.31,1.32,2.7,,65.77,,,"8,128,498.59",72.4,1.98,92.52,24.63,2.17,,,37.53,,"2,182,914,925.71",11,,,,,,,,,,,0.46,24.31,44,66,75,101,732,4,65.4,100.04,,,"3,098,709.41",27.6,4.3,,
South and Central America,Chile,98.5,56.89,45.38,21.17,5.1,0.69,3.4,1.71,10.76,5.5,17.59,"10,685,409,413.85","11,568,238,550.51",104.8,5.1,795,795,,,,,,,,,,,,,,,,,,,,,3171950.238,"3,801,689,228.27",1.39,"269,086,855,000.00",6,6,11.2,23.2,65.6,20.99,"22,786,599,565,010.00",38.07,"81,825,863,436.52",1.86,0.44,29.59,"1,788,490.00",10.45,16.91,7.46,"6,351,126,066.35",6.98,"15,094,834,930.61",4.04,0.4,20.69,"248,585,243,788.35",5.99,"14,394.45",5.03,52.06,"71,028,420,288.67","55,173,875,954.06",3.83,16.34,5.48,"482,936,717.00",9.36,"149,623,288,471.32",0.37,8.19,2.19,"236,550,589.15",34.72,14.36,"66,990,275,308.63",42.77,39.14,3.52,"89,190,807,110.67",3.34,0.66,3.49,"2,339,000,000.00",2.95,"2,413,000,000.00",45,24,48.9,25.9,3.48,3.04,78.89,22.76,98.65,3.33,2.94,2.74,2.93,3.8,3.09,2.86,9.88,12.65,69.07,11.91,6.56,"27,146,597,555.14",0.1724382,0.2210272,0.1535656,0.0104724,0.028466,0.0034834,"80,585,976,015.79",18.2,0.12,2.52,0.2,30.39,18.2,0.45,51.32,"74,198,554,843.32",29.33,0.33,0.95,0.94,22.11,29.33,0.55,47.85,60.09,15.47,3.19,18.33,116,174,0.44,0.1,0.22,"197,520,000.00","23,541.00",483.67,0.0715218,0.2233433,0.0594187,21.71,9.5,23.02,0.91,"17,269,525.00",2.72,36,6,14.2,0.86,0.37,4.53,18.22,1.02,1.38,5.2,"5,352.00",98.82,21.98,22.45,"1,882,505.68",11,-1.59,105.72,87.92,59.18,"10,797,443,147.85","11,816,399,354.57",57.46,5.67,"130,953,396,758.52",7,0.0467497,0.0512063,0.0463945,17.83,"19,355,077,065,286.30",,,1.13,"269,086,855,000.00",,20.2,68.49,31,7,21,20,316,4.5,25,72.79,10.45,8.1,"15,231,182.32",89,1.24,138.42,
East Asia,China,99.4,8.83,37.82,56.21,0.46,3.72,9.25,11.79,,4.4,,"170,248,651,534.76","192,173,718,431.64",121.67,3.5,500,545,,,,,,,,,,,,,,,,,,,,,129610695,"305,373,967,004.68",4.2,"150,759,765,600.00",8,5,39.6,27.2,33.2,,,29.34,"1,752,620,763,162.24",1.6,,,"126,337,000.00",9.42,2.8,4.62,"124,930,070,043.99",3.12,"185,080,744,436.04",1.01,1.69,14.53,"7,298,096,609,544.81",9.1,"5,429.61",8.59,,"1,581,417,481,957.48","1,327,237,584,592.67",2.29,12.07,27.51,"406,089,687,684.00",9.88,"2,509,626,181,799.52",29.12,20.4,6.12,"10,476,412,987.00",26.5,11.94,"1,520,558,682,932.31",,44.37,9.9,"3,238,335,435,441.20",5.41,,3.94,"59,840,000,000.00",2.86,"50,154,000,000.00",34.39,,,,2.77,2.56,73.27,152.06,93.98,3.55,3.49,3.31,3.16,3.91,3.49,3.54,,93.55,61.45,30.57,9,"2,231,380,697,986.49",0.0944507,0.2959123,0.0883645,0.0394773,0.1231854,0.0369484,"1,898,600,000,000.00",5.69,2.38,3.64,2.74,19.01,6.96,4.11,73.68,"1,743,458,000,000.00",6.48,2.49,1.65,4,17.97,9.61,5.77,63.41,50.13,16.08,2.01,2.22,64.04,47,,0.01,0.04,"646,110,000.00",,6.46,0.0973663,0.143698,0.0934752,19.07,8.37,143.43,0.47,"1,344,130,000.00",29.79,34,4,21.3,0.6,0.19,,,1.04,1.11,4.5,"66,239.00",103.44,11.92,53.5,"737,141,575.00",55.1,-1.14,111.24,81.18,25.95,"171,203,281,204.76","193,321,098,339.64",46.38,9.06,"3,384,545,944,992.36",14,0.0455765,0.0831335,0.0424223,10.54,"3,593,023,373,100.00",,,3.71,"150,759,765,600.00",,21.95,,29,38,21,24,398,1.7,63.5,55.84,6.15,4.3,"600,683,425.00",44.9,2.51,,"19,803,767,523.00"
South and Central America,Colombia,93.6,70.61,51.84,38.34,3.51,1.35,6.77,1.6,8.61,4,,"4,814,481,938.08","9,437,307,341.01",129.81,8,"2,270.00","2,830.00",,,,,,,,,,,,,,,,,,,,,2443786,"-9,979,654,360.63",8.7,"5,482,650,366,000.00",5,6,17.9,20,62,18.25,"100,079,290,454,000.00",18.33,"62,646,203,535.38",2.1,1.54,35.34,"2,594,055.00",5.6,11.9,9.69,"4,945,151,100.19",3.99,"13,234,162,721.66",2.5,60.4,5.15,"331,654,672,813.59",5.93,"7,067.44",4.5,55.91,"57,739,171,827.31","52,225,375,514.71",5.4,20.15,5.06,"425,239,837.00",4.3,"214,098,915,596.65",0.15,9.63,6.39,"313,604,293.10",16.95,18.13,"61,753,079,575.72",44.43,31.6,-0.09,"96,715,962,731.68",3.41,2.81,5.07,"2,368,000,000.00",6.17,"2,797,000,000.00",36.5,,,,7,7,73.43,27.25,93.24,2.75,2.75,2.54,2.5,3.52,2.77,2.59,12.93,22.51,80.35,14.93,-1.74,"45,697,768,047.91",0.0566899,0.2728416,0.0200076,0.0133755,0.0507114,0.0070394,"56,953,516,085.78",25.05,0.21,1,0.84,8.25,25.05,0.33,66.08,"54,674,822,164.36",27.36,0.13,1.83,0.13,18.43,27.36,0.2,50.99,27.88,20.32,3.71,0.76,96.07,71,1.71,0.33,1.5,"901,080,000.00","31,132.00","1,848.14",0.2053517,0.3904679,0.1865823,28.36,5.78,41.73,1.36,"46,927,125.00",15.82,34,7,12.7,9.5,1.6,4.8,14.93,0.95,1.41,3.4,"1,672.00",103.71,18.2,,"11,527,415.41",24.9,0.2,115.37,96.36,39.13,"4,907,031,708.08","9,527,704,061.01",61.63,-149.4,"188,625,171,823.11",9,0.1191375,0.0851902,0.1225796,11.5,"63,046,404,663,000.00",,,5.61,"5,600,386,785,000.00",19.5,15.52,25.6,15,14,14,13,193,1.3,74.8,35.29,4.35,11.6,"34,767,425.59",75.1,1.79,123.25,"4,167,689,079.45"
East and Central Africa,Comoros,,53.88,82.94,83.33,,0.24,46.31,43.01,,,1.47,,,120.56,176.2,"1,207.00","1,191.00",3,2.5,2,2.5,2.5,2.5,3,2.5,2.5,3,2.7,2.5,2.5,2.4,2,2.5,3,3,3.5,2.5,0,,,,10,10,,,,,,14.67,,4.92,,,150,0.02,13.78,19.5,,1.74,"9,391,765.97",,,0.69,"610,114,091.66",2.23,809.23,-0.38,,,,2.11,13.09,,,,"566,645,959.23",,4.19,,,48.16,,,,12.11,4.5,"64,826,554.10",1.77,,,"17,000,000.00",,"34,000,000.00",5.1,,,,,,60.63,7.14,74.15,2.79,2.26,2.56,1.96,3.23,2.45,1.76,,6.33,53.51,4.29,4.5,"22,974,561.41",0.094367,0.1588237,0.0024493,0.0048689,0.0073499,0.001331,"20,000,000.00",,0.46,,,,,6.14,59.34,"180,000,000.00",,0.99,,,,,12.38,46.36,38.44,,,0,22.49,33,,12.48,,"67,220,000.00",,353.9,,,,42.64,2.7,395.03,2.58,"753,943.00",,43,4,3,,0.79,7.61,,,,,,,,,"527,550.50",71.8,2.53,104.27,,7.92,,,41.58,,"222,600,218.96",11,,,,,,,,,,,2.86,,30,24,30,21,100,,217.9,62.83,,,"207,199.50",28.2,2.83,,
East and Central Africa,"Congo, Dem. Rep.",11.1,182.92,94.78,9.9,,,42.91,2.96,17.96,,,,,155.08,551.4,"3,055.00","3,285.00",3.5,2.5,2.5,3.17,2.5,3,2,3.5,2.5,3.5,2.8,2.5,2,2.2,2.5,2,2.5,2.5,3,2,0,,34.47,"562,412,400,000.00",8,9,,,,13.73,"1,635,170,728,411.11",28.13,,5.78,54.37,38.92,"8,673.00",0.01,,,,22.42,"2,939,300,000.00",,,,"15,642,236,881.13",6.88,230.86,4.05,,,,4.86,9.11,,,,"6,031,528,251.51",,,,,36.99,1.6,,,24.04,-4.19,"2,597,946,306.24",17.3,65.65,,,,,0.72,,,,2,3,48.07,3.73,66.99,2.43,2.93,2.56,2.6,3.2,2.68,2.27,29.38,,,5.49,8,"593,512,432.11",0.03903,0.1096875,0.0371059,0.004756,0.0129389,0.0045331,"6,600,000,000.00",0.28,0.26,,25.73,48.34,25.73,0.31,25.81,"5,500,000,000.00",2.13,0.94,0.5,50.25,18.81,50.25,0.96,30.81,77.35,10.18,1.4,16.39,17.92,5,196.29,29.04,,"3,542,980,000.00",,919.49,,,,45.99,2.67,29.1,2.68,"67,757,577.00",,43,6,10.4,,1.71,2.5,8.89,1.27,1.28,,"3,641.00",78.53,23.4,,"42,745,835.16",64.8,1.75,93.68,37.72,6.19,,,33.05,5.87,"3,570,909,585.36",10,,,,13.7,"1,631,396,600,000.00",0.82,"13,437,800,000.00",14.27,"575,850,200,000.00",23.8,0.06,40.04,54,65,44,63,336,5.2,339.7,65.12,,,"23,219,959.84",35.2,4.48,,
