,INDICATOR NAME ,Access to electricity (% of population),"Adolescent fertility rate (births per 1,000 women ages 15-19)",Age dependency ratio (% of working-age population),Agricultural land (% of land area),Agricultural raw materials exports (% of merchandise exports),Agricultural raw materials imports (% of merchandise imports),"Agriculture, value added (% of GDP)",Arable land (% of land area),Average time to clear exports through customs (days),"Burden of customs procedure, WEF (1=extremely inefficient to 7=extremely efficient)","Commercial bank branches (per 100,000 adults)",Commercial service exports (current US$),Commercial service imports (current US$),Consumer price index (2005 = 100),Cost of business start-up procedures (% of GNI per capita),Cost to export (US$ per container),Cost to import (US$ per container),CPIA building human resources rating (1=low to 6=high),CPIA business regulatory environment rating (1=low to 6=high),CPIA debt policy rating (1=low to 6=high),CPIA economic management cluster average (1=low to 6=high),CPIA efficiency of revenue mobilization rating (1=low to 6=high),CPIA equity of public resource use rating (1=low to 6=high),CPIA financial sector rating (1=low to 6=high),CPIA fiscal policy rating (1=low to 6=high),CPIA gender equality rating (1=low to 6=high),CPIA macroeconomic management rating (1=low to 6=high),CPIA policies for social inclusion/equity cluster average (1=low to 6=high),CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),CPIA property rights and rule-based governance rating (1=low to 6=high),CPIA public sector management and institutions cluster average (1=low to 6=high),CPIA quality of budgetary and financial management rating (1=low to 6=high),CPIA quality of public administration rating (1=low to 6=high),CPIA social protection rating (1=low to 6=high),CPIA structural policies cluster average (1=low to 6=high),CPIA trade rating (1=low to 6=high),"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",Container port traffic (TEU: 20 foot equivalent units),"Current account balance (BoP, current US$)",Customs and other import duties (% of tax revenue),Customs and other import duties (current LCU),Documents to export (number),Documents to import (number),Employment in agriculture (% of total employment),Employment in industry (% of total employment),Employment in services (% of total employment), Expense (% of GDP),Expense (current LCU),Exports of goods and services (% of GDP),"Exports of goods and services (BoP, current US$)","Fertility rate, total (births per woman)",Firms expected to give gifts in meetings with tax officials (% of firms),Firms with female participation in ownership (% of firms),Fixed broadband Internet subscribers,Fixed broadband Internet subscribers (per 100 people),Food exports (% of merchandise exports),Food imports (% of merchandise imports),"Foreign direct investment, net (BoP, current US$)","Foreign direct investment, net inflows (% of GDP)","Foreign direct investment, net inflows (BoP, current US$)","Foreign direct investment, net outflows (% of GDP)",Fuel exports (% of merchandise exports),Fuel imports (% of merchandise imports),GDP (current US$),GDP growth (annual %),GDP per capita (current US$),GDP per capita growth (annual %),GINI index,"Goods exports (BoP, current US$)","Goods imports (BoP, current US$)","Health expenditure, public (% of GDP)","Health expenditure, public (% of government expenditure)",High-technology exports (% of manufactured exports),High-technology exports (current US$),Household final consumption expenditure (annual % growth),Household final consumption expenditure (current US$),ICT goods exports (% of total goods exports),ICT goods imports (% total goods imports),"ICT service exports (% of service exports, BoP)","ICT service exports (BoP, current US$)",Imports of goods and services (% of GDP),Imports of goods and services (annual % growth),"Imports of goods and services (BoP, current US$)",Income share held by highest 10%,"Industry, value added (% of GDP)","Industry, value added (annual % growth)","Industry, value added (current US$)","Inflation, consumer prices (annual %)",Informal payments to public officials (% of firms),"International tourism, expenditures (% of total imports)","International tourism, expenditures (current US$)","International tourism, receipts (% of total exports)","International tourism, receipts (current US$)",Internet users (per 100 people),Labor force with primary education (% of total),Labor force with secondary education (% of total),Labor force with tertiary education (% of total),"Lead time to export, median case (days)","Lead time to import, median case (days)","Life expectancy at birth, total (years)",Liner shipping connectivity index (maximum value in 2004 = 100),"Literacy rate, adult total (% of people ages 15 and above)",Logistics performance index: Ability to track and trace consignments (1=low to 5=high),Logistics performance index: Competence and quality of logistics services (1=low to 5=high),Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),Logistics performance index: Overall (1=low to 5=high),Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),Management time dealing with officials (% of management time),Manufactures exports (% of merchandise exports),Manufactures imports (% of merchandise imports),"Manufacturing, value added (% of GDP)","Manufacturing, value added (annual % growth)","Manufacturing, value added (current US$)",Market Access Overall Trade Restrictiveness Index ,Market Access Overall Trade Restrictiveness Index agriculture,Market Access Overall Trade Restrictiveness Index manufacturing ,Market Access Tariff Trade Restrictiveness Index,Market Access Tariff Trade Restrictiveness Index agriculture,Market Access Tariff Trade Restrictiveness Index manufacturing ,Merchandise exports (current US$),Merchandise exports to developing economies in Latin America & the Caribbean (% of total merchandise exports),Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports),Merchandise exports to developing economies in South Asia (% of total merchandise exports),Merchandise exports to developing economies in Sub-Saharan Africa (% of total merchandise exports),Merchandise exports to developing economies outside region (% of total merchandise exports),Merchandise exports to developing economies within region (% of total merchandise exports),Merchandise exports to economies in the Arab World (% of total merchandise exports),Merchandise exports to high-income economies (% of total merchandise exports),Merchandise imports (current US$),Merchandise imports from developing economies in Latin America & the Caribbean (% of total merchandise imports),Merchandise imports from developing economies in Middle East & North Africa (% of total merchandise imports),Merchandise imports from developing economies in South Asia (% of total merchandise imports),Merchandise imports from developing economies in Sub-Saharan Africa (% of total merchandise imports),Merchandise imports from developing economies outside region (% of total merchandise imports),Merchandise imports from developing economies within region (% of total merchandise imports),Merchandise imports from economies in the Arab World (% of total merchandise imports),Merchandise imports from high-income economies (% of total merchandise imports),Merchandise trade (% of GDP),Military expenditure (% of central government expenditure),Military expenditure (% of GDP),Mineral rents (% of GDP),Mobile cellular subscriptions (per 100 people),"Motor vehicles (per 1,000 people)",Net ODA received (% of central government expense),Net ODA received (% of GNI),Net ODA received (% of imports of goods and services),Net official development assistance received (current US$),New businesses registered (number),"Official exchange rate (LCU per US$, period average)",Overall Trade Restrictiveness Index all products,Overall Trade Restrictiveness index - agricultural,Overall Trade Restrictiveness Index manufacturing ,Population ages 0-14 (% of total),Population ages 65 and above (% of total),Population density (people per sq. km of land area),Population growth (annual %),"Population, total",Poverty headcount ratio at $2 a day (PPP) (% of population),Procedures to enforce a contract (number),Procedures to register property (number),Proportion of seats held by women in national parliaments (%),"Public and publicly guaranteed debt service (% of exports, excluding workers' remittances)",Public and publicly guaranteed debt service (% of GNI),"Public spending on education, total (% of GDP)","Public spending on education, total (% of government expenditure)",Pump price for diesel fuel (US$ per liter),Pump price for gasoline (US$ per liter),"Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)",Rail lines (total route-km),Ratio of girls to boys in primary and secondary education (%),"Revenue, excluding grants (% of GDP)","Roads, paved (% of total roads)",Rural population,Rural population (% of total population),Rural population growth (annual %),"School enrollment, primary (% gross)","School enrollment, secondary (% gross)","School enrollment, tertiary (% gross)","Service exports (BoP, current US$)","Service imports (BoP, current US$)","Services, etc., value added (% of GDP)","Services, etc., value added (annual % growth)","Services, etc., value added (current US$)",Start-up procedures to register a business (number),Tariff Trade Restrictiveness Index all products,Tariff Trade Restrictiveness Index agriculture,Tariff Trade Restrictiveness Index manufacturing ,Tax revenue (% of GDP),Tax revenue (current LCU),Taxes on exports (% of tax revenue),Taxes on exports (current LCU),Taxes on international trade (% of revenue),Taxes on international trade (current LCU),Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),Telephone lines (per 100 people),Time required to obtain an operating license (days),Time required to register property (days),Time required to start a business (days),Time to export (days),Time to import (days),Time to prepare and pay taxes (hours),Time to resolve insolvency (years),Total tax rate (% of commercial profits),Trade (% of GDP),Trade in services (% of GDP),"Unemployment, total (% of total labor force)",Urban population,Urban population (% of total),Urban population growth (annual %),Wholesale price index (2005 = 100),"Workers' remittances, receipts (BoP, current US$)"
Middle East,Jordan,99.9,24.81,69.38,11.55,0.22,1.34,3.33,2.25,,4.4,18.08,"4,781,690,140.85","4,163,802,816.90",140.15,13.9,825,"1,335.00",,,,,,,,,,,,,,,,,,,,,619000,"-1,311,521,126.76",9.22,"275,200,000.00",6,7,2,18.7,79.2,25.89,"5,055,300,000.00",45.43,"12,189,436,619.72",3.8,,,"195,784.00",3.16,16.58,16.23,"1,672,957,746.48",6.44,"1,701,408,450.70",0.11,1.1,22.13,"28,840,197,018.76",2.59,"4,665.94",0.36,35.43,"7,028,309,859.15","13,678,704,225.35",5.98,18.61,2.86,"122,342,466.00",7.98,"24,549,154,228.57",1.29,4.26,,,71.68,-6.04,"17,949,267,605.63",28.7,31.1,3.34,"7,879,277,469.96",4.41,,8.94,"1,605,000,000.00",32.96,"4,018,000,000.00",38.88,,,,3.16,4.58,73.29,16.65,92.2,2.33,2.49,3.11,2.31,3.39,2.74,2.69,,73.56,56.34,19.38,4.04,"4,908,917,653.61",0.1113206,0.1609656,0.1074376,0.0228645,0.0999657,0.016834,"7,963,484,366.20",0.34,30.07,13.44,3.73,25.56,30.07,50.46,42.91,"18,301,356,478.87",2.79,9.95,2.94,0.64,27.96,9.95,35.21,61.9,84.88,20.1,5.42,1.46,106.99,154,13.41,3.62,5.15,"954,470,000.00","2,737.00",0.71,0.2234741,0.2112685,0.2256456,37,3.96,68.11,2.19,"6,181,000.00",1.59,38,7,10.8,4.78,2.41,,,0.73,1.04,4.3,294,102.5,21.82,100,"1,300,105.00",21.5,2.02,91.99,86.93,37.74,"5,161,126,760.56","4,270,563,380.28",65.57,3.26,"16,612,734,229.70",7,0.0520982,0.0722188,0.0485184,15.29,"2,985,900,000.00",,,6.13,"285,600,000.00",4.7,7.85,,21,12,13,15,116,4.3,27.7,117.11,35.69,12.9,"4,746,895.00",78.5,2.26,184.1,"3,165,211,267.61"
West Asia ,Kazakhstan,,27.3,45.97,77.22,0.23,0.65,5.26,8.67,8.47,3.5,3.33,"4,108,927,788.22","10,796,216,163.10",175.49,0.8,"3,130.00","3,290.00",,,,,,,,,,,,,,,,,,,,,0,"14,110,035,459.13",12.77,"249,038,702,370.90",9,12,29.4,18.9,51.7,16.15,"3,524,270,796,486.25",41.87,"92,978,730,332.81",2.59,25.05,34.43,"1,426,800.00",8.9,3.82,8.5,"8,380,073,232.96",6.93,"12,910,478,046.96",2.43,70.59,10.06,"186,198,433,060.30",7.5,"11,244.91",5.97,29.04,"88,470,164,189.59","41,207,444,215.10",2.65,11.42,29.94,"2,109,658,219.00",7.88,"86,516,838,833.68",0.06,2.92,2.5,"112,649,044.56",24.94,-6.02,"52,128,437,678.20",23.75,44.33,3.07,"76,028,195,972.13",8.35,34.05,3.25,"1,437,000,000.00",1.88,"1,236,000,000.00",33.38,,,,2.8,11.5,68.3,0,99.68,2.7,2.6,3.29,2.38,3.25,2.83,2.66,4.72,14.13,79.59,12.69,4,"21,769,909,219.97",0.0672371,0.0999504,0.0632653,0.0120639,0.0613983,0.0060741,"88,117,700,000.00",0.15,0.56,0.72,0.03,22.79,18.83,0.67,47.14,"38,038,700,000.00",0.61,0.16,0.58,0.24,36.29,33.18,0.3,30.47,60.1,5.5,0.89,2.5,121.07,199,0.94,0.17,0.35,"223,930,000.00","27,978.00",146.62,,,,24.81,6.68,6.05,1.43,"16,558,459.00",1.12,36,4,17.8,0.49,0.26,3.06,,0.51,0.71,3.6,"14,202.00",98.29,9.87,88.49,"6,774,164.11",41.5,0.75,110.73,99.65,40.81,"4,508,566,143.22","10,920,993,463.10",50.4,8.34,"86,439,896,888.98",6,,,,8.94,"1,950,004,031,152.20",6.54,"127,509,081,702.70",10.47,"376,547,784,073.60",,25.32,30.83,40,19,76,62,188,1.5,28.6,66.81,8.29,6.6,"9,549,122.90",58.5,1.9,223.16,"175,619,038.02"
East and Central Africa,Kenya,16.1,98.94,82.14,48.05,10.93,1.55,23.13,9.49,5.59,3.3,4.41,"2,919,509,258.73","1,816,409,380.47",205.34,37.8,"2,055.00","2,190.00",4,4,4.5,4.17,4,4,4,4,3.5,4,3.7,3.5,2.5,3.3,3.5,3.5,3.5,4,4,3,696000,"-2,512,242,990.69",8.28,"41,271,116,477.00",8,7,,,,22.41,"571,827,529,280.84",26.91,"8,900,196,632.71",4.72,32.25,37.1,"4,155.00",0.01,47.92,12.05,"184,215,315.00",0.58,"185,793,189.89",0,4.3,22.09,"33,620,684,015.84",4.5,808,1.74,,"5,224,735,998.68","11,527,696,429.47",1.47,7.31,5.7,"99,904,495.00",1.88,"27,070,701,688.77",1.35,7.22,9.79,"359,876,256.17",45.86,13.69,"13,543,393,477.54",,19.19,7.5,"5,623,632,600.11",14.02,79.22,1.57,"212,000,000.00",18.2,"1,620,000,000.00",25.9,,,,2.96,5.92,56.5,12,87.01,2.89,2.28,2.84,2.23,3.06,2.59,2.14,5.12,34.67,62.75,10.78,5,"3,158,887,740.66",0.2251516,0.2773027,0.1153075,0.0234999,0.0287823,0.0123736,"5,755,531,749.91",0.17,4.6,6.87,37.43,15.55,37.43,10.01,38.18,"14,782,456,052.82",1.03,2.32,16.2,12.31,38.36,12.31,21.15,48.35,53.55,8.35,1.87,0.08,61.63,23,22.57,5.08,11.77,"1,628,570,000.00","17,896.00",88.81,0.1223468,0.4011667,0.0640537,42.44,2.66,71.18,2.67,"41,609,728.00",,40,8,9.8,3.85,1.09,6.67,17.21,1.27,1.33,3.8,,95.36,20.31,14.33,"31,518,866.60",77.8,2.24,113.27,60.17,4.03,"3,675,460,634.03","2,015,697,048.07",57.68,2.6,"16,904,340,215.92",11,0.0950286,0.2556234,0.061453,19.55,"498,637,038,467.00",,,10.61,"57,205,803,597.00",17.7,0.94,23.39,64,33,26,24,393,4.5,49.6,72.78,17.68,,"8,993,815.40",22.2,3.99,,"683,689,577.34"
Pacific,Kiribati,,,,41.98,,0.8,28.62,2.47,,,,,,,22.2,"1,120.00","1,120.00",2.5,2.5,3,3,3.5,3.5,3,3,2.5,3,3,3,3.5,3.3,3,3,3.5,2.83,3,3.5,0,,,,6,7,,,,,,,,,,,900,0.9,,42.29,,2.43,"3,669,219.83",,,16.26,"177,960,936.88",1.8,"1,760.37",0.24,,,,10.29,12.08,,,,,,8.14,,,,,,,9.54,-1.56,"11,375,089.28",,,,"10,900,000.00",,"2,700,000.00",9,,,,,,,3.11,,,,,,,,,,,39.67,6.2,-4.58,"7,398,767.60",0.0805865,0.1058222,0.0027688,0.0159598,0.0206389,0.0015313,"20,000,000.00",,,2.06,,,,,47.5,"110,000,000.00",,,0.13,,,,,53.87,73.42,,,0,10.05,146,,10.55,,"22,820,000.00",,0.97,,,,,,122.9,1.54,"101,093.00",,32,5,4.3,,,,,,,,,106.95,,,"55,745.76",56,1.39,112.68,85.56,,,,61.84,-2.31,"73,749,534.29",7,,,,,,,,,,,4.12,,513,31,21,21,120,,31.8,,,,"43,800.24",44,1.72,,
East Asia,"Korea, Dem. Rep.",26,0.64,47.34,24.13,,,,22.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,2.02,,,0,0,,,,,"37,656,666.67",,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,68.53,0,100,,,,,,,,,,,,,,0.1080358,0.1186571,0.105636,0.0776591,0.1133105,0.0696042,"3,700,000,000.00",16.59,7.72,7.68,2.8,36.68,50.78,13.89,12.54,"4,800,000,000.00",1.8,7.37,11.66,7.53,30.28,62.29,9.93,7.43,,,,,1.77,,,,,"78,840,000.00",,,,,,22.43,9.7,202.19,0.43,"24,451,285.00",,,,14.7,,,,,,,,,,,,"8,910,719.81",36.6,-0.53,,,,,,,,,,,,,,,,,,,,4.85,,,,,,,,,,,,"15,435,509.19",63.4,1.01,,
East Asia,"Korea, Rep.",,4.39,37.88,19.09,0.93,1.73,2.56,16.43,,4.4,18.63,"93,572,900,000.00","98,209,700,000.00",120.74,14.6,680,695,,,,,,,,,,,,,,,,,,,,,18537800.99,"26,505,331,262.97",6,"10,666,286,000,000.00",3,3,6.6,17,76.4,19.88,"233,138,336,000,000.00",52.37,"647,564,700,000.00",1.22,,,"17,193,570.00",35.68,1.08,4.52,"-15,694,000,000.00",0.42,"4,660,900,000.00",1.82,6.84,28.63,"1,116,247,397,318.64",3.63,"22,424.06",2.87,,"552,795,000,000.00","521,642,400,000.00",3.51,12.36,28.73,"92,855,647,821.00",4.11,"517,542,937,849.51",21.36,11.87,1.28,"1,216,400,000.00",49.58,16.91,"620,991,800,000.00",,39.27,11.29,"359,092,300,797.82",4,,3.81,"19,695,000,000.00",2.52,"13,805,000,000.00",81.62,23,42,35,1.59,2,80.76,92.02,,3.83,3.64,3.47,3.33,3.97,3.64,3.62,,89.01,56.83,30.56,14.78,"279,440,188,179.65",0.0860511,0.203664,0.0834645,0.0453054,0.0874471,0.0443786,"555,213,655,000.00",6.36,3.11,3,2.07,50.89,,4.83,46.3,"524,413,090,000.00",3.32,3.19,1.47,0.93,36.84,,17.19,63.11,87.85,13.67,2.72,0.01,105.36,355,,,,,"60,039.00","1,108.29",0.0900861,0.4979835,0.0453219,15.95,11.53,508.86,0.74,"49,779,000.00",,33,7,15.6,,,5.05,15.77,1.35,1.52,5.5,"3,379.00",98.8,22.66,79.25,"8,943,210.00",18.1,-0.75,105.62,97.08,103.11,"94,769,700,000.00","99,349,400,000.00",58.17,3.46,"531,858,186,070.43",5,0.0889643,0.4917131,0.0447651,15.15,"177,718,345,000,000.00",,,4.01,"10,666,286,000,000.00",,59.24,,11,7,7,7,225,1.5,29.7,101.95,17.39,3.7,"40,466,790.00",81.9,0.73,122.11,"7,808,100,000.00"
Eastern Europe,Kosovo,,,,52.36,,,12,27.56,1.72,,17.52,,,124.47,26.7,"2,270.00","2,280.00",3,3.5,4,3.5,3.5,3,3.5,3,3.5,3.5,3.1,2.5,3,3.3,4,3,3.5,3.83,4.5,3,0,,,,8,8,,,,,,20.08,,2.29,7.7,10.92,,,,,,8.47,"546,217,228.95",,,,"6,446,205,170.98",5,"3,592.60",3.91,,,,,,,,,,,,,,65.6,,,,20,0,"1,075,456,213.51",7.34,7.52,,,,,,,,,,,69.88,0,,,,,,,,,9.81,,,15.12,,"813,177,648.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52,,,,10.87,,"619,810,000.00",141,0.72,,,,,,163.1,1.04,"1,794,303.00",,53,8,,,0.37,4.3,17.4,1.6,1.63,,,,,,,,,,,,,,68,,"3,656,551,125.94",10,,,,,,,,,,,,18.76,33,58,17,16,164,2,15.4,85.67,,45.4,,,,,
Middle East,Kuwait,100,14.16,41.36,8.47,0.05,0.63,,0.62,,4.1,,"7,137,480,642.38","12,259,662,206.54",136.18,1.2,"1,085.00","1,242.00",,,,,,,,,,,,,,,,,,,,,888205.76,"36,821,982,839.37",67.28,"218,000,000.00",7,10,,,,32.6,"13,109,000,000.00",65.92,"74,688,564,821.62",2.3,,,"46,000.00",1.68,0.29,14.7,"-1,987,514,350.90",0.07,"80,846,012.18",1.66,93.21,0.6,"176,590,075,214.56",8.19,"62,664.10",5.07,,"66,972,929,297.89","19,065,074,422.14",2.78,6.86,0.52,"16,285,678.00",,"42,143,778,004.36",0.29,6.42,,,21.06,,"32,681,997,805.88",,,0,,4.75,,22.7,"7,419,000,000.00",0.68,"510,000,000.00",38.25,,,,2,3,74.6,5.6,93.91,3.44,3.11,3.12,3.03,3.7,3.28,3.33,,6.22,81.18,,,,0.0821098,0.00082,0.0896652,0.0617489,0.0000751,0.0674811,"98,100,000,000.00",0.41,4.21,18.16,1.19,38.34,,5.96,61.66,"25,300,000,000.00",2.12,7.08,8.6,0.68,33.31,,17.3,66.66,71.94,10.23,3.76,0,160.78,495,,,,,,0.28,0.0379894,0.0140408,0.0414301,26.76,2.49,153.58,2.93,"2,818,042.00",,50,8,7.7,,,,,0.21,0.23,4.2,,105.15,55.47,,"43,787.71",1.6,2.12,105.59,100.96,,"7,715,635,523.74","13,616,923,383.74",,,,12,0.0379894,0.0140408,0.0414301,0.94,"324,000,000.00",,,1.03,"218,000,000.00",,20.69,,47,32,16,19,118,4.2,15.5,86.98,17.16,,"2,692,944.29",98.4,3.38,113.26,
West Asia ,Kyrgyz Republic,,33.43,52.05,55.35,5.3,1.18,19.82,6.65,15.78,2.8,6.2,"1,103,563,279.00","1,129,311,039.76",194.72,3.5,"3,210.00","3,450.00",4,3.5,4,4.17,3.5,3.5,3,4,4.5,4.5,3.6,2.5,2.5,3,3.5,3,3.5,3.67,4.5,2.5,0,"-252,765,877.66",13.11,"4,341,784,000.00",8,9,34,20.6,45.3,21.96,"46,592,562,000.00",53.78,"3,448,368,210.76",2.9,39.05,60.43,"15,400.00",0.29,29.98,16.87,"391,156,800.00",6.61,"391,095,300.00",0,15.3,26.57,"5,918,610,958.41",7,"1,074.74",5.85,36.19,"2,331,323,488.76","3,958,673,506.91",3.48,10.71,0.98,"2,360,851.00",8.71,"4,876,010,618.91",0.56,2.71,1.5,"16,774,455.00",85.27,19.21,"5,096,566,422.67",27.79,28.69,11,"1,417,628,283.54",16.5,47.82,10.19,"398,000,000.00",13.59,"336,000,000.00",19.58,,,,2,,69.37,0,99.24,2.33,2.37,3.18,2.44,3.1,2.62,2.09,4.88,38.38,53.76,17.79,8,"878,907,981.39",0.1460208,0.3551748,0.0610555,0.0256857,0.0485469,0.0163987,"1,972,300,000.00",,1.13,4.72,,,80.9,5.07,6.98,"4,248,800,000.00",0.05,0.15,0.42,,63.55,29.24,0.18,7.21,103.93,18.88,3.55,8.52,98.9,59,37.52,8.55,8.81,"380,370,000.00","4,412.00",46.14,0.0183065,0.0130497,0.0195388,29.94,4.29,28.4,1.09,"5,507,000.00",21.69,38,4,23.3,2.42,1.38,6.23,24.69,0.79,0.85,1.5,417,98.86,20.17,,"3,453,968.60",63.4,0.94,99.58,84,48.81,"1,117,044,722.00","1,137,892,915.76",51.48,5.5,"2,543,634,789.86",2,0.0183065,0.0130497,0.0195388,15.61,"33,122,189,000.00",0.02,"5,914,000.00",8.73,"4,347,698,000.00",,9.17,17.98,5,10,63,72,210,4,69,139.05,38.1,8.6,"1,993,931.40",36.6,1.63,270.98,"1,708,694,027.73"
East Asia,Lao PDR,55,33.61,60.17,10.16,,,30.8,5.89,7.52,,2.56,"488,793,902.83","257,520,607.24",137.03,7.6,"1,880.00","2,035.00",3.5,3.5,3,3.67,3.5,4,2.5,4,3.5,4,3.5,4,3,3.1,3.5,3,2.5,3.17,3.5,2.5,0,"29,309,198.01",10.85,"832,042,253,000.00",9,10,,,,10.79,"6,499,381,431,330.63",37.68,"2,257,398,891.18",2.75,26.2,39.38,"12,025.00",0.19,,,"278,805,903.12",3.88,"278,805,903.12",,,,"8,297,664,740.97",8.04,"1,319.60",6.54,36.74,"1,746,404,988.35","2,060,426,109.28",0.78,5.9,,,8.67,"5,722,730,198.67",,,,,43.89,25.09,"2,323,546,716.52",30.33,34.67,16.58,"2,714,741,800.31",7.58,39.83,9.25,"215,000,000.00",17.06,"385,000,000.00",7,,,,,,67.06,0,,2.45,2.14,2.7,2.17,3.23,2.46,1.95,1.18,,,7.56,10.39,"591,704,119.60",0.0974753,0.4379761,0.0426556,0.0526195,0.3217432,0.0092913,"2,400,000,000.00",0.02,0.01,0.94,0.05,1.13,,0.07,15.39,"2,650,000,000.00",,0,0.26,0.01,0.55,87.12,0,11,47.34,2.74,0.32,12.58,64.56,20,52.58,6.16,16.84,"413,790,000.00",,"8,258.77",,,,33.67,3.9,26.87,1.4,"6,288,037.00",66,42,5,25,3.95,1.36,3.27,13.19,0.97,1.26,,,89.56,14.17,13.68,"4,142,197.19",66.8,-0.28,126.39,47.08,16.62,"510,993,902.83","263,120,607.24",34.53,7.39,"2,704,193,302.14",7,,,,12.73,"7,668,660,507,900.00",0.77,"58,813,926,000.00",7.34,"890,856,179,000.00",,1.66,13.57,98,93,44,46,362,,33.3,81.57,10.78,,"2,058,696.81",33.2,5,,"6,689,224.63"
Eastern Europe,Latvia,,14.88,46.78,29.48,12.16,1.48,4.14,18.78,1.86,4.1,31.67,"4,402,800,000.00","2,583,900,000.00",144.7,2.6,600,801,,,,,,,,,,,,,,,,,,,,,256667.2,"-361,600,000.00",1.06,"17,268,000.00",5,6,8.8,24,66.9,35.63,"4,537,192,000.00",59.32,"16,472,200,000.00",1.17,4.44,46.26,"434,876.00",19.31,16.82,14.73,"1,464,000,000.00",5.5,"1,555,200,000.00",0.32,5.33,14.7,"28,252,498,852.82",5.47,"12,726.35",6.37,36.61,"12,032,200,000.00","14,826,400,000.00",3.94,9.21,7.64,"396,246,630.00",-0.07,"17,541,049,019.41",5.77,6.42,6.11,"271,300,000.00",63.18,8.57,"17,425,200,000.00",28.1,21.81,2.21,"4,690,564,614.95",4.38,13.42,5.92,"771,000,000.00",7.52,"963,000,000.00",71.51,11.3,60.8,27.8,1.26,1.59,73.48,5.51,99.78,3.55,2.96,3.38,2.94,3.72,3.25,2.88,9.72,58.58,59.05,12.18,15.36,"2,619,374,116.32",,,,,,,"13,160,524,800.00",0.3,2.71,0.75,0.4,5.11,36.49,3.24,58.3,"15,944,803,200.00",0.15,0.11,0.33,0.06,3.39,32.45,0.12,64.16,87.8,2.95,1.05,0,102.4,459,,,,,"7,175.00",0.5,,,,14.02,17.85,36.01,-0.85,"2,220,000.00",0.37,27,5,20,4.72,2.68,5.64,12.77,1.49,1.48,4.7,"1,897.00",98.33,24.99,20.91,"712,004.54",31.8,-0.83,100.72,95.2,60.1,"4,440,000,000.00","2,598,800,000.00",74.05,-1.4,"15,927,225,940.24",4,,,,12.77,"1,626,580,000.00",,,0.46,"17,268,000.00",,23.63,11.5,18,16,10,11,290,3,37.9,122.49,24.91,18.7,"1,527,003.46",68.2,-0.65,151.52,"2,000,000.00"
Middle East,Lebanon,99.9,15.73,46.06,67.25,0.74,1.14,6.24,14.17,7.64,3.5,29.73,"15,907,619,207.04","13,403,987,506.59",105.22,67.1,"1,050.00","1,250.00",,,,,,,,,,,,,,,,,,,,,949155,"-7,462,115,513.63",8.54,"768,243,000,000.00",5,7,,,,29.18,"15,361,218,080,720.00",19.91,"21,442,344,891.92",1.8,19.16,33.53,"200,000.00",4.73,14.9,16.3,"3,793,230,221.93",10.97,"4,279,880,834.53",1.25,0.17,21.44,"42,185,230,768.16",3,"9,904.02",2.23,,"5,466,513,750.64","17,724,240,799.79",4,9.53,12.8,"278,555,999.00",2.21,"27,634,494,195.69",7.11,2.79,2.99,"477,765,787.27",42.27,-3.19,"31,151,805,296.08",,21.39,4,"8,178,700,745.04",3.99,22.95,16.31,"5,080,000,000.00",38.12,"8,174,000,000.00",31,46.4,18.2,24.1,3.42,2.15,72.41,35.09,89.61,3.16,3.73,2.87,3.27,3.97,3.34,3.05,8.93,63.57,58.98,8.2,4,"3,136,748,290.03",0.0504633,0.0933953,0.0426162,0.0097249,0.0112455,0.009447,"5,664,000,000.00",0.18,39.64,0.68,4.79,14.4,39.64,66.93,45.12,"20,750,000,000.00",2,15.49,1.08,0.87,26.57,15.49,21.45,55.95,60.2,14,4.19,0,68,,5.69,1.16,1.35,"447,930,000.00",,"1,507.50",,,,24.2,7.34,413.25,0.75,"4,259,405.00",,37,8,3.1,16.88,10.04,1.79,7.23,0.77,1.13,4.3,,103.8,22.24,,"541,132.42",12.8,-0.21,104.59,81.43,54.02,"15,975,831,141.28","13,427,564,496.29",72.37,9.11,"27,670,267,478.02",5,,,,17.09,"8,995,346,000,000.00",,,6.47,"768,243,000,000.00",,21,81,25,9,22,32,180,4,30.2,62.18,75.38,9,"3,686,464.58",87.2,0.86,,"6,806,086,564.50"
